id;frage_id;antwort;punkte;erstellt_am
00000000-0000-0000-0000-000000000068;00000000-0000-0000-0000-000000000023;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000069;00000000-0000-0000-0000-000000000023;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000070;00000000-0000-0000-0000-000000000023;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000071;00000000-0000-0000-0000-000000000023;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000072;00000000-0000-0000-0000-000000000023;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000073;00000000-0000-0000-0000-000000000023;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000074;00000000-0000-0000-0000-000000000025;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000075;00000000-0000-0000-0000-000000000025;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000076;00000000-0000-0000-0000-000000000025;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000077;00000000-0000-0000-0000-000000000025;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000078;00000000-0000-0000-0000-000000000026;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000079;00000000-0000-0000-0000-000000000026;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000080;00000000-0000-0000-0000-000000000026;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000081;00000000-0000-0000-0000-000000000026;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000082;00000000-0000-0000-0000-000000000026;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000083;00000000-0000-0000-0000-000000000026;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000084;00000000-0000-0000-0000-000000000026;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000085;00000000-0000-0000-0000-000000000028;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000086;00000000-0000-0000-0000-000000000028;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000087;00000000-0000-0000-0000-000000000028;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000088;00000000-0000-0000-0000-000000000028;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000089;00000000-0000-0000-0000-000000000029;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000090;00000000-0000-0000-0000-000000000029;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000091;00000000-0000-0000-0000-000000000029;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000092;00000000-0000-0000-0000-000000000029;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000093;00000000-0000-0000-0000-000000000029;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000094;00000000-0000-0000-0000-000000000029;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000095;00000000-0000-0000-0000-000000000029;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000096;00000000-0000-0000-0000-000000000032;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000097;00000000-0000-0000-0000-000000000032;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000098;00000000-0000-0000-0000-000000000032;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000099;00000000-0000-0000-0000-000000000032;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000100;00000000-0000-0000-0000-000000000033;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000101;00000000-0000-0000-0000-000000000033;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000102;00000000-0000-0000-0000-000000000033;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000103;00000000-0000-0000-0000-000000000033;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000104;00000000-0000-0000-0000-000000000033;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000105;00000000-0000-0000-0000-000000000033;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000106;00000000-0000-0000-0000-000000000035;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000107;00000000-0000-0000-0000-000000000035;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000108;00000000-0000-0000-0000-000000000035;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000109;00000000-0000-0000-0000-000000000035;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000110;00000000-0000-0000-0000-000000000036;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000111;00000000-0000-0000-0000-000000000036;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000112;00000000-0000-0000-0000-000000000036;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000113;00000000-0000-0000-0000-000000000036;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000114;00000000-0000-0000-0000-000000000036;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000115;00000000-0000-0000-0000-000000000036;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000116;00000000-0000-0000-0000-000000000036;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000117;00000000-0000-0000-0000-000000000038;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000118;00000000-0000-0000-0000-000000000038;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000119;00000000-0000-0000-0000-000000000038;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000120;00000000-0000-0000-0000-000000000038;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000121;00000000-0000-0000-0000-000000000039;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000122;00000000-0000-0000-0000-000000000039;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000123;00000000-0000-0000-0000-000000000039;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000124;00000000-0000-0000-0000-000000000039;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000125;00000000-0000-0000-0000-000000000039;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000126;00000000-0000-0000-0000-000000000039;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000127;00000000-0000-0000-0000-000000000039;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000128;00000000-0000-0000-0000-000000000042;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000129;00000000-0000-0000-0000-000000000042;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000130;00000000-0000-0000-0000-000000000042;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000131;00000000-0000-0000-0000-000000000042;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000132;00000000-0000-0000-0000-000000000043;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000133;00000000-0000-0000-0000-000000000043;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000134;00000000-0000-0000-0000-000000000043;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000135;00000000-0000-0000-0000-000000000043;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000136;00000000-0000-0000-0000-000000000043;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000137;00000000-0000-0000-0000-000000000043;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000138;00000000-0000-0000-0000-000000000043;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000139;00000000-0000-0000-0000-000000000045;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000140;00000000-0000-0000-0000-000000000045;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000141;00000000-0000-0000-0000-000000000045;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000142;00000000-0000-0000-0000-000000000045;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000143;00000000-0000-0000-0000-000000000046;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000144;00000000-0000-0000-0000-000000000046;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000145;00000000-0000-0000-0000-000000000046;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000146;00000000-0000-0000-0000-000000000046;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000147;00000000-0000-0000-0000-000000000046;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000148;00000000-0000-0000-0000-000000000046;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000149;00000000-0000-0000-0000-000000000046;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000150;00000000-0000-0000-0000-000000000048;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000151;00000000-0000-0000-0000-000000000048;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000152;00000000-0000-0000-0000-000000000048;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000153;00000000-0000-0000-0000-000000000048;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000154;00000000-0000-0000-0000-000000000049;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000155;00000000-0000-0000-0000-000000000049;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000156;00000000-0000-0000-0000-000000000049;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000157;00000000-0000-0000-0000-000000000049;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000158;00000000-0000-0000-0000-000000000049;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000159;00000000-0000-0000-0000-000000000049;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000160;00000000-0000-0000-0000-000000000049;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000161;00000000-0000-0000-0000-000000000052;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000162;00000000-0000-0000-0000-000000000052;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000163;00000000-0000-0000-0000-000000000052;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000164;00000000-0000-0000-0000-000000000052;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000165;00000000-0000-0000-0000-000000000053;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000166;00000000-0000-0000-0000-000000000053;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000167;00000000-0000-0000-0000-000000000053;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000168;00000000-0000-0000-0000-000000000053;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000169;00000000-0000-0000-0000-000000000053;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000170;00000000-0000-0000-0000-000000000053;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000171;00000000-0000-0000-0000-000000000055;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000172;00000000-0000-0000-0000-000000000055;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000173;00000000-0000-0000-0000-000000000055;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000174;00000000-0000-0000-0000-000000000055;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000175;00000000-0000-0000-0000-000000000056;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000176;00000000-0000-0000-0000-000000000056;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000177;00000000-0000-0000-0000-000000000056;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000178;00000000-0000-0000-0000-000000000056;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000179;00000000-0000-0000-0000-000000000056;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000180;00000000-0000-0000-0000-000000000056;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000181;00000000-0000-0000-0000-000000000056;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000182;00000000-0000-0000-0000-000000000058;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000183;00000000-0000-0000-0000-000000000058;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000184;00000000-0000-0000-0000-000000000058;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000185;00000000-0000-0000-0000-000000000058;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000186;00000000-0000-0000-0000-000000000059;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000187;00000000-0000-0000-0000-000000000059;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000188;00000000-0000-0000-0000-000000000059;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000189;00000000-0000-0000-0000-000000000059;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000190;00000000-0000-0000-0000-000000000059;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000191;00000000-0000-0000-0000-000000000059;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000192;00000000-0000-0000-0000-000000000060;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000193;00000000-0000-0000-0000-000000000060;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000194;00000000-0000-0000-0000-000000000060;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000195;00000000-0000-0000-0000-000000000060;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000196;00000000-0000-0000-0000-000000000060;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000197;00000000-0000-0000-0000-000000000060;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000198;00000000-0000-0000-0000-000000000060;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000199;00000000-0000-0000-0000-000000000060;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000200;00000000-0000-0000-0000-000000000060;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000201;00000000-0000-0000-0000-000000000060;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000202;00000000-0000-0000-0000-000000000060;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000203;00000000-0000-0000-0000-000000000060;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000204;00000000-0000-0000-0000-000000000060;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000205;00000000-0000-0000-0000-000000000060;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000206;00000000-0000-0000-0000-000000000060;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000207;00000000-0000-0000-0000-000000000060;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000208;00000000-0000-0000-0000-000000000060;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000209;00000000-0000-0000-0000-000000000060;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000210;00000000-0000-0000-0000-000000000060;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000211;00000000-0000-0000-0000-000000000060;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000212;00000000-0000-0000-0000-000000000060;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000213;00000000-0000-0000-0000-000000000060;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000214;00000000-0000-0000-0000-000000000060;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000215;00000000-0000-0000-0000-000000000060;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000216;00000000-0000-0000-0000-000000000060;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000217;00000000-0000-0000-0000-000000000060;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000218;00000000-0000-0000-0000-000000000060;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000219;00000000-0000-0000-0000-000000000060;Ich handle überlegt;1.0;2024-01-02
00000000-0000-0000-0000-000000000220;00000000-0000-0000-0000-000000000060;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000221;00000000-0000-0000-0000-000000000060;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000222;00000000-0000-0000-0000-000000000060;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000223;00000000-0000-0000-0000-000000000060;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000224;00000000-0000-0000-0000-000000000062;Ich nehme es zur Kenntnis;0.66;2024-01-02
00000000-0000-0000-0000-000000000225;00000000-0000-0000-0000-000000000062;Ich reflektiere und handle danach;1.0;2024-01-02
00000000-0000-0000-0000-000000000226;00000000-0000-0000-0000-000000000062;Ich reagiere abwehrend;0.0;2024-01-02
00000000-0000-0000-0000-000000000227;00000000-0000-0000-0000-000000000062;Ich ignoriere es meistens;0.33;2024-01-02
00000000-0000-0000-0000-000000000228;00000000-0000-0000-0000-000000000063;Ich wechsle das Thema;0.33;2024-01-02
00000000-0000-0000-0000-000000000229;00000000-0000-0000-0000-000000000063;Ich antworte mit Bedacht;0.66;2024-01-02
00000000-0000-0000-0000-000000000230;00000000-0000-0000-0000-000000000063;Ich frage nach;0.83;2024-01-02
00000000-0000-0000-0000-000000000231;00000000-0000-0000-0000-000000000063;Ich reagiere emotional;0.5;2024-01-02
00000000-0000-0000-0000-000000000232;00000000-0000-0000-0000-000000000063;Ich beende das Gespräch;0.16;2024-01-02
00000000-0000-0000-0000-000000000233;00000000-0000-0000-0000-000000000063;Ich ignoriere die Situation;0.0;2024-01-02
00000000-0000-0000-0000-000000000234;00000000-0000-0000-0000-000000000063;Ich handle überlegt;1.0;2024-01-02
