id;text;typ;fragebogen_id;kategorie_id
00000000-0000-0000-0000-000000000066;Wie verhalten Sie sich in schwierigen Gesprächssituationen?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000067;Wie fördern Sie gegenseitiges Verständnis im Team?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000068;Wie vermitteln Sie Unterstützung und Mitgefühl?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000069;Wie bewerten Sie Situationen aus Sicht anderer?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000070;Wie stellen Sie sicher, dass sich Ihr Gegenüber gehört fühlt?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000071;Wie motivieren Sie andere zur Zielerreichung?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000072;Wie treffen Sie Entscheidungen für Ihr Team?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000073;Wie gehen Sie mit Konflikten unter Mitarbeitenden um?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000074;Wie führen Sie schwierige Gespräche?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000075;Wie delegieren Sie Verantwortung effektiv?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000076;Wie fördern Sie individuelle Stärken Ihrer Mitarbeitenden?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000077;Wie kommunizieren Sie Erwartungen klar?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000078;Wie setzen Sie Feedback als Führungsinstrument ein?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000079;Wie entwickeln Sie Ihre Führungskompetenzen weiter?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000080;Wie gestalten Sie Vertrauen in Ihrer Führungsrolle?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000081;Wie reagieren Sie auf kurzfristige Änderungen?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000082;Wie passen Sie sich neuen Rahmenbedingungen an?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000083;Wie gehen Sie mit ungewohnten Aufgaben um?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000084;Wie bewahren Sie Stabilität bei Wandel?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000085;Wie reagieren Sie auf unerwartete Herausforderungen?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000086;Wie schnell gewöhnen Sie sich an neue Arbeitsmethoden?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000087;Wie fördern Sie eine offene Haltung gegenüber Veränderungen?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000088;Wie verhalten Sie sich bei wechselnden Zuständigkeiten?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000089;Wie gehen Sie mit Unsicherheiten im Alltag um?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000090;Wie balancieren Sie Flexibilität und Struktur?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000091;Wie treffen Sie Entscheidungen unter Zeitdruck?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000092;Wie holen Sie relevante Informationen für Entscheidungen ein?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000093;Wie wägen Sie Optionen ab?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000094;Wie stehen Sie zu risikoreichen Entscheidungen?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000095;Wie reflektieren Sie Ihre Entscheidungen im Nachhinein?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000096;Wie gehen Sie mit Fehlentscheidungen um?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000097;Wie priorisieren Sie Entscheidungsgrundlagen?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000098;Wie binden Sie andere in Entscheidungsprozesse ein?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000099;Wie dokumentieren Sie Entscheidungen nachvollziehbar?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000100;Wie reagieren Sie, wenn Ihre Entscheidung in Frage gestellt wird?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000011
00000000-0000-0000-0000-000000000101;Wie analysieren Sie die Ursachen eines Konflikts?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000102;Wie verhalten Sie sich in angespannten Situationen?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000103;Wie gehen Sie auf Ihr Gegenüber zu?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000104;Wie finden Sie Kompromisse bei Meinungsverschiedenheiten?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000105;Wie moderieren Sie Konfliktgespräche?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000106;Wie vermeiden Sie Eskalationen?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000107;Wie dokumentieren Sie Konfliktlösungsprozesse?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000108;Wie lernen Sie aus Konflikten für die Zukunft?;SINGLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000109;Wie erkennen Sie verdeckte Konflikte frühzeitig?;MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000120;Wie fördern Sie eine offene Fehlerkultur?;FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000012
00000000-0000-0000-0000-000000000121;"Wie gehen Sie mit Konflikten im Team um?";FREITEXT;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000002
00000000-0000-0000-0000-000000000122;"Wählen Sie zwei Eigenschaften, die Sie am besten beschreiben.";MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000001;00000000-0000-0000-0000-000000000004
00000000-0000-0000-0000-000000000123;"Würden Sie sich als kommunikativ beschreiben?";SINGLE_CHOICE;00000000-0000-0000-0000-000000000003;00000000-0000-0000-0000-000000000001
00000000-0000-0000-0000-000000000124;"Nennen Sie ein Beispiel für kreative Problemlösung.";FREITEXT;00000000-0000-0000-0000-000000000004;00000000-0000-0000-0000-000000000003
00000000-0000-0000-0000-000000000125;"Wie oft reflektieren Sie Ihre Arbeitsergebnisse?";SINGLE_CHOICE;00000000-0000-0000-0000-000000000005;00000000-0000-0000-0000-000000000004
00000000-0000-0000-0000-000000000126;"Wählen Sie typische Stressreaktionen.";MULTIPLE_CHOICE;00000000-0000-0000-0000-000000000008;00000000-0000-0000-0000-000000000007
00000000-0000-0000-0000-000000000127;"Was ist Ihr bevorzugter Führungsstil?";FREITEXT;00000000-0000-0000-0000-000000000007;00000000-0000-0000-0000-000000000009
00000000-0000-0000-0000-000000000128;"Wie planen Sie Ihren Arbeitsalltag?";FREITEXT;00000000-0000-0000-0000-000000000009;00000000-0000-0000-0000-000000000006
00000000-0000-0000-0000-000000000129;"Können Sie sich leicht auf neue Situationen einstellen?";SINGLE_CHOICE;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000010
00000000-0000-0000-0000-000000000130;"Wie zeigen Sie Empathie in Gesprächen?";FREITEXT;00000000-0000-0000-0000-000000000010;00000000-0000-0000-0000-000000000008
